FID_n2018L,Var1,currlats,currlons,directval,speedval,FID_EFDC,GRIDNO,IJ_VALUE,I_Value,J_Value,BedElev,I_Parent,J_Parent,Area,Mask,WSElev,ZRough,Sim_Result,Sim_Dir,Map_Value,Dry_Flag,Grid_Label,I_J_index,sig_thick,Area_ha,Num_layers,Wat_depth,Compar_AOI,ComparZone,Lat,Long
220,13-Aug-2018 10:17:14,43.37450000000,-77.56420000000,29,0.03000000000,8655,5.06800000000e+003,"(173,72)",173,72,-1.05947e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.802759,,4.802759,0,,173-72,10.61390000000,107.88806534800,10,106.13900000000,yes,,43.37462901930,-77.57173928640
25,29-Jul-2018 08:43:48,43.37461666670,-79.12701666670,134,0.03000000000,1876,6.32000000000e+003,"(68,79)",68,79,-1.03396e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.846732,,4.846732,0,,68-79,10.35880000000,141.74417148000,10,103.58800000000,yes,,43.37541234160,-79.12816807320
178,10-Aug-2018 03:46:38,43.37748333330,-77.43886666670,164,0.03000000000,9411,5.25900000000e+003,"(180,73)",180,73,-1.61907e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.606318,,4.606318,0,,180-73,16.20990000000,220.18990299100,10,162.09900000000,yes,,43.37586258080,-77.44769601640
12,28-Jul-2018 08:37:29,43.37905000000,-78.98533333330,73,0.09000000000,2456,5.72900000000e+003,"(78,76)",78,76,-9.29081e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.883862,,4.883862,0,,78-76,9.31000000000,137.12751371600,10,93.10000000000,yes,,43.37328799320,-78.98434107390
52,31-Jul-2018 08:58:39,43.37945000000,-78.73823333330,263,0.06000000000,3545,4.99100000000e+003,"(96,72)",96,72,-7.07895e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.10002,,5.100020,0,,96-72,7.09810000000,76.08164720560,10,70.98100000000,yes,,43.37943373250,-78.73959656250
68,01-Aug-2018 15:02:59,43.38353333330,-78.73463333330,208,0.02000000000,3545,4.99100000000e+003,"(96,72)",96,72,-7.07895e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.10002,,5.100020,0,,96-72,7.09810000000,76.08164720560,10,70.98100000000,yes,,43.37943373250,-78.73959656250
13,28-Jul-2018 10:39:03,43.38668333330,-79.00496666670,75,0.07000000000,2397,5.92600000000e+003,"(77,77)",77,77,-9.86372e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.811135,,4.811135,0,,77-77,9.88290000000,138.63865983200,10,98.82900000000,yes,,43.38149743410,-79.00277615710
224,13-Aug-2018 18:17:22,43.38716666670,-77.64645000000,314,0.04000000000,8226,5.24800000000e+003,"(169,73)",169,73,-1.05120e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.796034,,4.796034,0,,169-73,10.53120000000,228.82315130300,10,105.31200000000,yes,,43.38884608500,-77.64037229220
69,01-Aug-2018 17:25:44,43.38903333330,-78.70893333330,316,0.03000000000,3667,5.17700000000e+003,"(98,73)",98,73,-8.53275e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.941265,,4.941265,0,,98-73,8.55190000000,143.03056575400,10,85.51900000000,yes,,43.39327964020,-78.71699579530
190,10-Aug-2018 22:20:43,43.38903333330,-77.32315000000,75,0.06000000000,10095,5.64500000000e+003,"(187,75)",187,75,-1.99769e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.519137,,4.519137,0,,187-75,19.99610000000,221.44598516500,10,199.96100000000,no,,43.39494613210,-77.32424156830
70,01-Aug-2018 19:28:41,43.39175000000,-78.68438333330,322,0.03000000000,3788,4.99500000000e+003,"(100,72)",100,72,-7.40742e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.212022,,5.212022,0,,100-72,7.42660000000,70.68188254190,10,74.26600000000,yes,,43.38991087690,-78.68802140430
128,06-Aug-2018 05:37:21,43.39250000000,-78.17333333330,135,0.04000000000,6001,3.45700000000e+003,"(137,63)",137,63,-3.39872e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.574947,,5.574947,0,,137-63,3.41790000000,19.83521278420,10,34.17900000000,yes,,43.39324584470,-78.17020330910
129,06-Aug-2018 06:00:43,43.39275000000,-78.16931666670,78,0.02000000000,6001,3.45700000000e+003,"(137,63)",137,63,-3.39872e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.574947,,5.574947,0,,137-63,3.41790000000,19.83521278420,10,34.17900000000,yes,,43.39324584470,-78.17020330910
97,03-Aug-2018 18:19:25,43.39285000000,-78.48715000000,109,0.06000000000,4737,3.60800000000e+003,"(116,64)",116,64,-3.38654e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.597024,,5.597024,0,,116-64,3.40570000000,13.18704110670,10,34.05700000000,yes,,43.39273474290,-78.48142431150
134,06-Aug-2018 16:01:06,43.39300000000,-78.03251666670,75,0.04000000000,6484,3.98300000000e+003,"(145,66)",145,66,-3.31154e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.664171,,5.664171,0,,145-66,3.33070000000,19.40400862680,10,33.30700000000,yes,,43.39368051820,-78.03871645590
133,06-Aug-2018 14:00:41,43.39328333330,-78.06005000000,64,0.05000000000,6423,3.80900000000e+003,"(144,65)",144,65,-3.28228e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.822189,,5.822189,0,,144-65,3.30150000000,19.25402645930,10,33.01500000000,yes,,43.39350832760,-78.05510266300
132,06-Aug-2018 11:59:40,43.39353333330,-78.08528333330,56,0.05000000000,6300,3.46200000000e+003,"(142,63)",142,63,-3.22222e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.848114,,5.848114,0,,142-63,3.24140000000,18.33286596150,10,32.41400000000,yes,,43.39350662500,-78.08795343630
135,06-Aug-2018 18:00:22,43.39370000000,-78.00298333330,82,0.06000000000,6605,4.15900000000e+003,"(147,67)",147,67,-3.64270e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.423419,,5.423419,0,,147-67,3.66190000000,48.75764774270,10,36.61900000000,yes,,43.39388910130,-78.00592220830
136,06-Aug-2018 19:01:52,43.39375000000,-77.98806666670,116,0.02000000000,6667,4.16000000000e+003,"(148,67)",148,67,-3.82222e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.431845,,5.431845,0,,148-67,3.84140000000,48.85193315400,10,38.41400000000,yes,,43.39283822540,-77.98959395950
14,28-Jul-2018 12:41:24,43.39383333330,-79.02578333330,73,0.04000000000,2338,6.12500000000e+003,"(76,78)",76,78,-1.02917e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.780396,,4.780396,0,,76-78,10.31090000000,141.49233518900,10,103.10900000000,yes,,43.38966603060,-79.02125659820
110,04-Aug-2018 16:44:00,43.39411666670,-78.17581666670,34,0.03000000000,6002,3.62900000000e+003,"(137,64)",137,64,-3.62099e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.663949,,5.663949,0,,137-64,3.64020000000,19.84225525100,10,36.40200000000,yes,,43.39458399260,-78.17019188040
210,12-Aug-2018 16:12:54,43.39418333330,-77.44076666670,161,0.03000000000,9412,5.44600000000e+003,"(180,74)",180,74,-1.73657e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.619112,,4.619112,0,,180-74,17.38490000000,218.97428630500,10,173.84900000000,yes,,43.38973413800,-77.44627776940
98,03-Aug-2018 19:27:24,43.39441666670,-78.47233333330,90,0.08000000000,4799,3.78200000000e+003,"(117,65)",117,65,-3.44754e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.501698,,5.501698,0,,117-65,3.46670000000,15.38404508380,10,34.66700000000,yes,,43.39439965690,-78.46904169360
130,06-Aug-2018 08:00:56,43.39455000000,-78.14080000000,56,0.05000000000,6119,3.45900000000e+003,"(139,63)",139,63,-3.56081e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.662379,,5.662379,0,,139-63,3.58000000000,18.62344588210,10,35.80000000000,yes,,43.39450924110,-78.13727323850
109,04-Aug-2018 15:58:30,43.39466666670,-78.18440000000,48,0.05000000000,5942,3.62800000000e+003,"(136,64)",136,64,-3.42785e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.544524,,5.544524,0,,136-64,3.44700000000,20.30500571080,10,34.47000000000,yes,,43.39423898280,-78.18666136060
24,29-Jul-2018 06:36:27,43.39468333330,-79.14181666670,118,0.03000000000,1878,6.73800000000e+003,"(68,81)",68,81,-1.09911e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.809837,,4.809837,0,,68-81,11.01030000000,145.53691010000,10,110.10300000000,yes,,43.39703268900,-79.14064146710
131,06-Aug-2018 09:58:55,43.39468333330,-78.11310000000,52,0.06000000000,6179,3.28900000000e+003,"(140,62)",140,62,-3.41892e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.658311,,5.658311,0,,140-62,3.43810000000,18.01051996420,10,34.38100000000,yes,,43.39392118030,-78.12083692650
79,02-Aug-2018 10:43:49,43.39511666670,-78.48788333330,101,0.10000000000,4679,3.95300000000e+003,"(115,66)",115,66,-3.96471e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.585325,,5.585325,0,,115-66,3.98390000000,12.95434171680,10,39.83900000000,yes,,43.39510092480,-78.49327213080
71,01-Aug-2018 21:28:49,43.39518333330,-78.65836666670,343,0.03000000000,3908,4.99700000000e+003,"(102,72)",102,72,-7.56421e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.904707,,4.904707,0,,102-72,7.58340000000,70.61874828620,10,75.83400000000,yes,,43.39495199930,-78.66221186850
221,13-Aug-2018 14:13:20,43.39536666670,-77.60918333330,52,0.04000000000,8439,5.43700000000e+003,"(171,74)",171,74,-1.39052e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.747983,,4.747983,0,,171-74,13.92440000000,222.90842213900,10,139.24400000000,yes,Offshore zone,43.40097964550,-77.60295788970
108,04-Aug-2018 13:55:55,43.39561666670,-78.21178333330,65,0.05000000000,5821,3.79900000000e+003,"(134,65)",134,65,-3.05238e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.558128,,5.558128,0,,134-65,3.07160000000,20.66537546640,10,30.71600000000,yes,,43.39542377290,-78.21971361990
99,03-Aug-2018 21:27:36,43.39700000000,-78.44296666670,90,0.08000000000,4917,3.95700000000e+003,"(119,66)",119,66,-3.66557e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.548975,,5.548975,0,,119-66,3.68480000000,15.15897125790,10,36.84800000000,yes,,43.39700938860,-78.44234395800
107,04-Aug-2018 11:57:55,43.39746666670,-78.23976666670,73,0.06000000000,5763,4.14500000000e+003,"(133,67)",133,67,-3.98221e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.441688,,5.441688,0,,133-67,4.00140000000,52.13304590690,10,40.01400000000,yes,,43.39918142180,-78.23624968940
53,31-Jul-2018 11:02:28,43.39796666670,-78.74311666670,264,0.06000000000,3547,5.36200000000e+003,"(96,74)",96,74,-9.96145e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.729503,,4.729503,0,,96-74,9.98070000000,148.42605275300,10,99.80700000000,yes,,43.39937431540,-78.74773341680
72,01-Aug-2018 23:28:04,43.39850000000,-78.63183333330,3,0.04000000000,4031,4.99900000000e+003,"(104,72)",104,72,-8.29859e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.827335,,4.827335,0,,104-72,8.31780000000,71.10267525500,10,83.17800000000,yes,,43.39991546600,-78.63638529380
106,04-Aug-2018 09:55:34,43.39920000000,-78.26965000000,66,0.05000000000,5643,4.14300000000e+003,"(131,67)",131,67,-3.79064e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.410084,,5.410084,0,,131-67,3.80980000000,51.47994272270,10,38.09800000000,yes,,43.39966594100,-78.26930785710
177,10-Aug-2018 01:38:54,43.39925000000,-77.44138333330,170,0.01000000000,9413,5.63800000000e+003,"(180,75)",180,75,-1.82481e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.625051,,4.625051,0,,180-75,18.26730000000,217.75866962000,10,182.67300000000,yes,,43.40360562750,-77.44485866780
100,03-Aug-2018 23:25:29,43.39938333330,-78.41798333330,67,0.07000000000,5040,4.13300000000e+003,"(121,67)",121,67,-4.02919e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.511225,,5.511225,0,,121-67,4.04840000000,40.82960790000,10,40.48400000000,yes,,43.40026810090,-78.41504135420
96,03-Aug-2018 17:26:35,43.39958333330,-78.48548333330,110,0.05000000000,4741,4.30300000000e+003,"(116,68)",116,68,-4.93750e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.460869,,5.460869,0,,116-68,4.95670000000,33.78152813540,10,49.56700000000,yes,Offshore zone,43.40063225710,-78.48196255780
101,04-Aug-2018 01:26:02,43.39973333330,-78.38840000000,73,0.08000000000,5157,4.13500000000e+003,"(123,67)",123,67,-3.90305e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.493406,,5.493406,0,,123-67,3.92220000000,41.36411626360,10,39.22200000000,yes,Offshore zone,43.40061644760,-78.38594059570
73,02-Aug-2018 01:27:25,43.40063333330,-78.60366666670,35,0.04000000000,4149,4.82200000000e+003,"(106,71)",106,71,-7.33392e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.109678,,5.109678,0,,106-71,7.35310000000,70.67608167560,10,73.53100000000,yes,,43.39869246090,-78.60848961740
80,02-Aug-2018 11:24:20,43.40088333330,-78.48676666670,81,0.11000000000,4741,4.30300000000e+003,"(116,68)",116,68,-4.93750e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.460869,,5.460869,0,,116-68,4.95670000000,33.78152813540,10,49.56700000000,yes,Offshore zone,43.40063225710,-78.48196255780
102,04-Aug-2018 03:49:12,43.40113333330,-78.35505000000,68,0.07000000000,5277,4.13700000000e+003,"(125,67)",125,67,-3.93355e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.462493,,5.462493,0,,125-67,3.95270000000,38.54081132540,10,39.52700000000,yes,Offshore zone,43.40083153160,-78.35742824750
15,28-Jul-2018 14:38:57,43.40126666670,-79.04810000000,61,0.02000000000,2280,6.32700000000e+003,"(75,79)",75,79,-1.06172e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.749619,,4.749619,0,,75-79,10.63640000000,141.56053470100,10,106.36400000000,yes,,43.39769199900,-79.03987892610
137,06-Aug-2018 20:00:56,43.40170000000,-77.98630000000,56,0.05000000000,6670,4.68700000000e+003,"(148,70)",148,70,-6.18571e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.095659,,5.095659,0,,148-70,6.20490000000,49.10502752180,10,62.04900000000,yes,Offshore zone,43.40274861900,-77.98874582170
103,04-Aug-2018 05:49:01,43.40186666670,-78.32615000000,63,0.07000000000,5399,4.13900000000e+003,"(127,67)",127,67,-3.83125e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.472295,,5.472295,0,,127-67,3.85050000000,39.58711119190,10,38.50500000000,yes,Offshore zone,43.40065331100,-78.33071019220
223,13-Aug-2018 16:16:02,43.40188333330,-77.62715000000,38,0.04000000000,8333,5.43600000000e+003,"(170,74)",170,74,-1.28231e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.80182,,4.801820,0,,170-74,12.84230000000,225.23870287300,10,128.42300000000,yes,Offshore zone,43.40207454150,-77.62040345860
104,04-Aug-2018 07:49:00,43.40216666670,-78.29808333330,51,0.06000000000,5522,4.31600000000e+003,"(129,68)",129,68,-4.34802e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.352845,,5.352845,0,,129-68,4.36720000000,50.30863300670,10,43.67200000000,yes,Offshore zone,43.40372221380,-78.30242824360
105,04-Aug-2018 07:53:00,43.40225000000,-78.29788333330,51,0.06000000000,5522,4.31600000000e+003,"(129,68)",129,68,-4.34802e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.352845,,5.352845,0,,129-68,4.36720000000,50.30863300670,10,43.67200000000,yes,Offshore zone,43.40372221380,-78.30242824360
222,13-Aug-2018 15:56:33,43.40293333330,-77.62593333330,49,0.05000000000,8333,5.43600000000e+003,"(170,74)",170,74,-1.28231e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.80182,,4.801820,0,,170-74,12.84230000000,225.23870287300,10,128.42300000000,yes,Offshore zone,43.40207454150,-77.62040345860
67,01-Aug-2018 13:00:59,43.40313333330,-78.74271666670,221,0.04000000000,3547,5.36200000000e+003,"(96,74)",96,74,-9.96145e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.729503,,4.729503,0,,96-74,9.98070000000,148.42605275300,10,99.80700000000,yes,,43.39937431540,-78.74773341680
74,02-Aug-2018 03:25:19,43.40373333330,-78.57598333330,28,0.04000000000,4270,4.82400000000e+003,"(108,71)",108,71,-6.92806e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.08121,,5.081210,0,,108-71,6.94730000000,69.26976129900,10,69.47300000000,yes,Offshore zone,43.40311504350,-78.58229767710
111,04-Aug-2018 17:59:30,43.40545000000,-78.17643333330,17,0.02000000000,6007,4.50000000000e+003,"(137,69)",137,69,-5.08800e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.147571,,5.147571,0,,137-69,5.10720000000,49.75969207630,10,51.07200000000,yes,Offshore zone,43.40629299060,-78.17009178860
78,02-Aug-2018 09:25:04,43.40580000000,-78.49466666670,97,0.08000000000,4683,4.65400000000e+003,"(115,70)",115,70,-5.90519e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.230715,,5.230715,0,,115-70,5.92440000000,33.59046383760,10,59.24400000000,yes,Offshore zone,43.40648614440,-78.49447421960
191,11-Aug-2018 00:15:56,43.40670000000,-77.33255000000,67,0.05000000000,10005,5.83700000000e+003,"(186,76)",186,76,-2.05726e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.535056,,4.535056,0,,186-76,20.59180000000,219.21232291000,10,205.91800000000,no,,43.41030176440,-77.34059353410
75,02-Aug-2018 05:22:45,43.40700000000,-78.54788333330,44,0.06000000000,4446,4.82700000000e+003,"(111,71)",111,71,-7.09847e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.102722,,5.102722,0,,111-71,7.11770000000,65.69538758170,10,71.17700000000,yes,Offshore zone,43.40761042760,-78.54439858930
127,06-Aug-2018 04:02:57,43.40768333330,-78.17436666670,133,0.03000000000,6007,4.50000000000e+003,"(137,69)",137,69,-5.08800e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.147571,,5.147571,0,,137-69,5.10720000000,49.75969207630,10,51.07200000000,yes,Offshore zone,43.40629299060,-78.17009178860
16,28-Jul-2018 16:38:37,43.40948333330,-79.07296666670,234,0.02000000000,2165,6.74300000000e+003,"(73,81)",73,81,-1.15493e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.707705,,4.707705,0,,73-81,11.56850000000,143.78233340000,10,115.68500000000,yes,,43.41363815130,-79.07722504180
76,02-Aug-2018 07:29:34,43.41003333330,-78.51566666670,52,0.06000000000,4564,4.82900000000e+003,"(113,71)",113,71,-7.08108e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.0391,,5.039100,0,,113-71,7.10030000000,64.78881974660,10,71.00300000000,yes,Offshore zone,43.40993470390,-78.51945336620
77,02-Aug-2018 08:41:49,43.41146666670,-78.49926666670,57,0.05000000000,4684,4.83100000000e+003,"(115,71)",115,71,-6.45495e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,5.023071,,5.023071,0,,115-71,6.47410000000,68.15763811750,10,64.74100000000,yes,Offshore zone,43.41110826060,-78.49496234750
23,29-Jul-2018 04:41:53,43.41241666670,-79.15408333330,117,0.02000000000,1880,7.18000000000e+003,"(68,83)",68,83,-1.19039e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.773479,,4.773479,0,,68-83,11.92310000000,146.59808797300,10,119.23100000000,no,,43.41900762500,-79.15308000030
54,31-Jul-2018 12:59:25,43.41250000000,-78.74823333330,265,0.07000000000,3548,5.55400000000e+003,"(96,75)",96,75,-1.11652e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.694326,,4.694326,0,,96-75,11.18440000000,149.29832021100,10,111.84400000000,yes,Offshore zone,43.41070845180,-78.75234768190
209,12-Aug-2018 14:24:57,43.41323333330,-77.44011666670,168,0.03000000000,9414,5.83100000000e+003,"(180,76)",180,76,-1.81467e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.802465,,4.802465,0,,180-76,18.16590000000,216.54305293500,10,181.65900000000,yes,,43.41747704900,-77.44343871080
176,09-Aug-2018 23:45:17,43.41726666670,-77.44288333330,232,0.01000000000,9414,5.83100000000e+003,"(180,76)",180,76,-1.81467e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.802465,,4.802465,0,,180-76,18.16590000000,216.54305293500,10,181.65900000000,yes,,43.41747704900,-77.44343871080
95,03-Aug-2018 15:30:54,43.41895000000,-78.48980000000,127,0.03000000000,4685,5.01000000000e+003,"(115,72)",115,72,-7.40109e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.854228,,4.854228,0,,115-72,7.42030000000,69.45991870740,10,74.20300000000,yes,Offshore zone,43.41726108210,-78.49561220650
17,28-Jul-2018 18:33:28,43.41956666670,-79.09588333330,297,0.02000000000,2108,6.96000000000e+003,"(72,82)",72,82,-1.17914e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.724033,,4.724033,0,,72-82,11.81060000000,145.73366178900,10,118.10600000000,yes,,43.42155507490,-79.09596225370
81,02-Aug-2018 13:24:39,43.42046666670,-78.49150000000,74,0.07000000000,4685,5.01000000000e+003,"(115,72)",115,72,-7.40109e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.854228,,4.854228,0,,115-72,7.42030000000,69.45991870740,10,74.20300000000,yes,Offshore zone,43.41726108210,-78.49561220650
138,06-Aug-2018 22:04:41,43.42188333330,-77.98878333330,350,0.01000000000,6673,5.22700000000e+003,"(148,73)",148,73,-9.58689e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.827549,,4.827549,0,,148-73,9.60610000000,194.14074173900,10,96.06100000000,yes,Offshore zone,43.42409056950,-77.98701511570
66,01-Aug-2018 11:07:00,43.42273333330,-78.74773333330,196,0.03000000000,3609,5.74800000000e+003,"(97,76)",97,76,-1.21814e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.676664,,4.676664,0,,97-76,12.20060000000,147.72028975900,10,122.00600000000,yes,Offshore zone,43.42478812610,-78.74348986030
112,04-Aug-2018 20:01:20,43.42548333330,-78.17623333330,36,0.02000000000,6011,5.21600000000e+003,"(137,73)",137,73,-7.85026e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.815087,,4.815087,0,,137-73,7.86950000000,190.25164089900,10,78.69500000000,yes,Offshore zone,43.43104700460,-78.16984203890
192,11-Aug-2018 02:20:52,43.42580000000,-77.34405000000,68,0.04000000000,10006,6.03500000000e+003,"(186,77)",186,77,-2.05205e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.605218,,4.605218,0,,186-77,20.53970000000,215.58130510500,10,205.39700000000,no,,43.42440471280,-77.33972130920
126,06-Aug-2018 02:00:20,43.42801666670,-78.17596666670,104,0.02000000000,6011,5.21600000000e+003,"(137,73)",137,73,-7.85026e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.815087,,4.815087,0,,137-73,7.86950000000,190.25164089900,10,78.69500000000,yes,Offshore zone,43.43104700460,-78.16984203890
18,28-Jul-2018 20:35:32,43.42848333330,-79.12231666670,285,0.03000000000,1994,7.18200000000e+003,"(70,83)",70,83,-1.20424e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.767637,,4.767637,0,,70-83,12.06160000000,145.63363864800,10,120.61600000000,yes,,43.42590656830,-79.12755667090
22,29-Jul-2018 02:45:02,43.43043333330,-79.16700000000,137,0.02000000000,1881,7.40800000000e+003,"(68,84)",68,84,-1.23319e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.789005,,4.789005,0,,68-84,12.35110000000,147.12867691000,10,123.51100000000,no,,43.42999461620,-79.15930255860
55,31-Jul-2018 14:57:50,43.43101666670,-78.75158333330,275,0.06000000000,3610,5.94600000000e+003,"(97,77)",97,77,-1.28941e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.627886,,4.627886,0,,97-77,12.91330000000,151.64760361700,10,129.13300000000,yes,Offshore zone,43.43627278760,-78.74794215120
208,12-Aug-2018 10:22:27,43.43653333330,-77.44018333330,188,0.04000000000,9415,6.02900000000e+003,"(180,77)",180,77,-1.89035e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.671301,,4.671301,0,,180-77,18.92270000000,214.49464725400,10,189.22700000000,yes,,43.43131884310,-77.44199532680
19,28-Jul-2018 22:36:48,43.43770000000,-79.14766666670,301,0.02000000000,1938,7.40900000000e+003,"(69,84)",69,84,-1.24038e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.774845,,4.774845,0,,69-84,12.42300000000,145.84401636400,10,124.23000000000,no,,43.43353651550,-79.14649812740
94,03-Aug-2018 13:27:29,43.43980000000,-78.49591666670,172,0.01000000000,4687,5.38100000000e+003,"(115,74)",115,74,-1.22225e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.700363,,4.700363,0,,115-74,12.24170000000,134.14571699000,10,122.41700000000,yes,Offshore zone,43.43745201680,-78.49865127120
175,09-Aug-2018 21:14:27,43.44078333330,-77.44343333330,245,0.02000000000,9416,6.22900000000e+003,"(180,78)",180,78,-1.95108e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.834577,,4.834577,0,,180-78,19.53000000000,213.36939067500,10,195.30000000000,yes,,43.44513004130,-77.44052854120
82,02-Aug-2018 15:26:40,43.44120000000,-78.49826666670,41,0.03000000000,4687,5.38100000000e+003,"(115,74)",115,74,-1.22225e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.700363,,4.700363,0,,115-74,12.24170000000,134.14571699000,10,122.41700000000,yes,Offshore zone,43.43745201680,-78.49865127120
